ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,id,inningId
41,4,0,1,0,4,1,934,21
43,1,0,1,1,2,0,936,21
44,1,0,1,0,1,1,937,21
45,1,1Lb,2,1,4,0,938,21
47,2,1,1,1,W,0,940,21
48,1,2,0,W,1,1,941,21
49,1,4,4,0,0,4,942,21
50,4,2,2,1,4,6,943,21
1,0,1Lb,0,2,0,1,944,22
2,4,0,W,0,0,0,945,22
3,0,0,0,0,0,4,946,22
4,0,1,0,0,4,0,947,22
5,4,0,0,0,1,0,948,22
7,0,0,4,0,0,0,950,22
8,2,1,0,0,0,1,951,22
11,0,0,W,0,0,0,954,22
12,0,0,0,2,0,0,955,22
13,2,0,0,0,0,0,956,22
14,0,0,0,0,0,6,957,22
16,0,0,0,0,0,0,959,22
17,0,0,1,0,0,W,960,22
18,1,0,1,0,0,0,961,22
19,0,0,0,4,0,0,962,22
20,0,1,1,0,0,0,963,22
22,1,1,0,1,0,0,965,22
23,1,0,2,0,0,0,966,22
24,1,1,0,0,0,0,967,22
26,0,4,1,0,0,0,969,22
28,1,0,0,0,1,1,971,22
29,0,1,4,2,0,1,972,22
30,1,0,0,1,0,0,973,22
31,4,1,0,0,1,0,974,22
32,0,0,0,1,1,2,975,22
33,0,1,4,1,2,1,976,22
34,0,1,0,1,1,6,977,22
35,0,0,1,W,0,0,978,22
36,W,4,0,0,2,1,979,22
37,2,1,0,0,1,1,980,22
38,0,0,1,0,0,0,981,22
40,0,0,0,0,0,1,983,22
41,0,0,0,1,0,1,984,22
42,1,2,0,0,0,1,985,22
43,0,0,0,6,2,1,986,22
45,1,0,0,1,0,0,988,22
46,1,1,0,0,1,4,989,22
47,0,1,1,1,1,1,990,22
48,1,4,W,0,1,1,991,22
49,1,1,1Lb,0,0,0,992,22
50,0,0,0,4,1,1,993,22
1,0,0,3,0,0,0,994,23
6,2,0,0,4,0,4,999,23
8,0,0,1,0,0,4,1001,23
9,1,0,0,4,0,1,1002,23
12,0,1,1,4,1,1,1005,23
13,2,0,0,1,1,0,1006,23
14,4,1,0,0,0,0,1007,23
16,0,1,1,1,0,4,1009,23
17,1,0,1,0,0,1,1010,23
18,0,0,0,0,0,0,1011,23
19,1,6,0,0,1,0,1012,23
20,1,1,1,1,0,1,1013,23
21,2,1,1,1,1,1,1014,23
22,0,1,1,0,0,1,1015,23
23,6,1,0,0,2,1,1016,23
24,4,0,1,0,2,1,1017,23
25,0,0,0,1,1,1,1018,23
26,1,6,0,0,1,1,1019,23
28,0,1,0,0,0,1,1021,23
31,1,0,0,1,1,0,1024,23
36,1,1,1,4,1,1,1029,23
37,1,2Lb,0,0,2,1,1030,23
38,1,1,1,1,4,1,1031,23
39,6,W,0,0,1,0,1032,23
40,1,1,1,1,1,2,1033,23
41,0,0,2,1,0,2,1034,23
42,0,0,2,2,2,1,1035,23
43,1,0,1,6,6,4,1036,23
44,1,1,4,1,0,4Lb,1037,23
45,2,1,1,0,1,6,1038,23
46,1,1,6,6,2,0,1039,23
47,0,6,2,1,3,1,1040,23
48,0,4,0,6,6,4,1041,23
49,6,1,6,W,4,1,1042,23
50,6,1,1,2,1,6,1043,23
1,0,0,0,0,0,W,1044,24
3,0,1,0,4,1,0,1046,24
4,1,0,0,1,0,0,1047,24
5,1,0,0,0,0,0,1048,24
6,1,0,0,2,0,0,1049,24
7,0,4,W,1,0,0,1050,24
8,0,4,0,1,0,1Lb,1051,24
10,0,0,2,0,1Lb,2,1053,24
11,0,0,1Lb,1,0,4,1054,24
13,1,0,1,0,0,4,1056,24
14,0,0,0,0,W,0,1057,24
15,6,0,0,1,0,0,1058,24
16,0,1,0,0,0,0,1059,24
18,0,0,0,1,0,0,1061,24
19,1,0,W,1,0,0,1062,24
20,0,0,0,0,0,0,1063,24
21,0,0,1,0,4,0,1064,24
22,0,4,0,0,0,0,1065,24
23,4,0,0,0,0,0,1066,24
24,4,0,4,0,0,1,1067,24
25,1,0,0,0,0,0,1068,24
27,4,0,0,0,0,2,1070,24
28,2,0,1,0,6,0,1071,24
29,1,0,0,0,0,0,1072,24
30,1,W,0,W,0,0,1073,24
31,0,0,0,4,0,0,1074,24
32,0,W,0,0,4,0,1075,24
33,0,0,2,0,1,0,1076,24
34,0,0,1,0,0,2,1077,24
36,1,0,0,0,0,0,1079,24
37,0,0,1,0,1,1,1080,24
39,4Lb,0,1,2,0,0,1082,24
40,1,0,0,0,0,0,1083,24
42,1,0,W,0,0,0,1085,24
43,0,1,0,0,0,1,1086,24
1,0,0,0,0,0,0,1088,25
2,W,0,0,1Lb,1,0,1089,25
3,0,W,0,0,1,1,1090,25
7,0,4,0,0,0,0,1094,25
9,4,0,1,0,0,1,1096,25
10,0,W,1,0,0,0,1097,25
11,0,1,0,0,0,0,1098,25
12,0,4,0,0,0,1,1099,25
14,1,1,0,1,1,0,1101,25
17,0,0,0,0,1,0,1104,25
18,0,1,0,W,0,0,1105,25
19,0,0,0,1,0,0,1106,25
20,0,1,0,1,0,0,1107,25
21,0,1,1,2,0,2,1108,25
22,0,0,0,0,0,0,1109,25
23,0,0,0,1,0,1,1110,25
24,0,0,0,0,1,0,1111,25
25,0,0,2,0,0,0,1112,25
26,0,3,1,0,0,0,1113,25
28,0,0,0,0,0,4,1115,25
29,1,4,1,1Lb,0,1,1116,25
30,1,0,0,0,0,1,1117,25
31,0,0,1,1,0,1,1118,25
33,0,1,0,1,1,1,1120,25
34,0,0,1,1,1,0,1121,25
35,0,0,0,0,0,0,1122,25
36,0,0,0,4,1,1,1123,25
37,0,0,1,1,1,1,1124,25
38,1,0,0,1,1,0,1125,25
39,0,1,0,1,4,0,1126,25
40,1,1,0,0,1,1,1127,25
41,1,1,0,0,0,W,1128,25
43,0,0,0,0,0,4,1130,25
44,0,4,0,0,4,0,1131,25
45,0,4,1,3,0,1,1132,25
46,1,0,0,4,0,0,1133,25
47,2,0,4Lb,0,0,4,1134,25
48,0,1B,1,1,1,1,1135,25
49,4,2,4,0,0,0,1136,25
50,0,1,1,1,1,1,1137,25
1,1Lb,0,0,0,0,0,1138,26
2,1,0,0,0,0,1,1139,26
8,0,0,0,0,0,0,1145,26
9,4,0,4Lb,0,4,0,1146,26
10,0,0,0,0,0,0,1147,26
11,4,0,1,0,0,0,1148,26
12,1,0,0,0,4,0,1149,26
14,6,6,6,0,0,0,1151,26
15,0,0,0,0,0,0,1152,26
16,1,0,2,1,1,0,1153,26
17,0,1,0,0,0,0,1154,26
18,1,0,W,0,0,0,1155,26
20,0,0,0,0,0,1,1157,26
22,4,0,0,4,0,0,1159,26
23,1,1,0,4,4Lb,1,1160,26
24,0,1,0,1,1,1,1161,26
25,1,0,0,4,0,W,1162,26
26,1,1,0,0,0,0,1163,26
27,0,1,4,1,0,0,1164,26
28,0,0,1,0,0,0,1165,26
29,0,0,1,0,1,0,1166,26
30,0,1,1,0,0,1,1167,26
31,1,0,0,0,1,0,1168,26
32,1,0,0,1,1,1,1169,26
33,0,1,1,0,1,W,1170,26
34,1,0,0,1,0,0,1171,26
35,1,0,1,0,0,0,1172,26
36,0,1,0,6,0,0,1173,26
37,3,0,1,1,1,0,1174,26
38,1,1,0,0,2,4,1175,26
39,0,1,1,0,1,0,1176,26
41,2,0,0,0,0,0,1178,26
42,1,0,0,2,0,0,1179,26
43,1,4,0,6,0,0,1180,26
46,0,1Lb,1,0,1,0,1183,26
47,0,0,2,1,4,0,1184,26
1,0,0,0,W,0,1,1186,27
2,0,1,0,0,0,0,1187,27
3,0,0,1,0,0,4,1188,27
5,0,1,0,0,0,0,1190,27
6,0,1,2,0,2,0,1191,27
7,4,0,0,0,2,0,1192,27
8,0,1,0,0,1,0,1193,27
9,6,0,0,0,1,0,1194,27
10,6,0,1,2Lb,0,0,1195,27
11,1,0,0,0,0,0,1196,27
14,0,0,0,1,0,4,1199,27
15,4,1,0,4,0,1,1200,27
16,4,0,4,0,0,4,1201,27
18,0,1,4,0,4,4,1203,27
20,0,1,0,0,0,4,1205,27
21,W,0,1,0,1,4,1206,27
22,0,0,4,0,2,0,1207,27
23,1,1,1,1,0,1,1208,27
24,0,0,6,0,1,0,1209,27
25,0,1,1,0,0,0,1210,27
26,0,0,1,1,1,1,1211,27
27,1,0,0,0,0,1,1212,27
31,4,1,1,2,2,1,1216,27
33,2,2,1,0,1,1,1218,27
34,0,6,0,W,1,0,1219,27
37,1,1,1,1,1,1,1222,27
38,6,0,0,1,0,1,1223,27
39,0,2,0,0,0,0,1224,27
40,0,2,0,0,2,1,1225,27
41,6,1,6,0,4,1,1226,27
42,1,1,2,1,6,0,1227,27
44,W,1,1,1,0,0,1229,27
45,1,2,0,W,0,0,1230,27
46,1,1,4,0,0,6,1231,27
47,1,2,1,0,1,1,1232,27
48,1,2,1,4,1,W,1233,27
49,2,2,1Lb,6,0,1,1234,27
50,2,W,2,0,4,4,1235,27
1,0,0,0,0,0,2,1236,28
3,0,0,W,1,0,0,1238,28
4,0,0,1,0,1,0,1239,28
5,0,0,0,0,1,0,1240,28
6,0,W,0,0,0,0,1241,28
7,0,0,1,0,0,0,1242,28
8,0,0,0,0,4,0,1243,28
10,0,0,1,0,0,2,1245,28
11,0,0,1,1,W,0,1246,28
12,1,0,2,W,0,0,1247,28
13,0,0,2,1,2,2,1248,28
14,1,0,0,2,0,1,1249,28
15,0,1,0,0,6,0,1250,28
17,1,4,0,1,0,1,1252,28
18,0,0,1,0,0,0,1253,28
19,0,0,1,0,4,0,1254,28
21,1,1,1W,4,4,0,1256,28
22,0,0,0,0,0,0,1257,28
24,4,2,0,0,0,4,1259,28
25,1,0,0,4,0,2,1260,28
26,0,0,0,0,0,0,1261,28
27,0,0,1,0,1,1,1262,28
28,0,0,0,0,2,1,1263,28
29,0,0,0,0,1,4,1264,28
30,0,0,0,0,6,W,1265,28
31,0,0,0,3,1,0,1266,28
32,0,0,0,1,0,0,1267,28
33,0,1,2,4,0,2,1268,28
35,0,0,0,0,1,0,1270,28
36,0,1,W,0,0,0,1271,28
37,0,0,0,1,0,2,1272,28
38,0,0,6,1,0,0,1273,28
39,0,1,1,0,0,0,1274,28
40,0,1,0,0,1,0,1275,28
41,0,1,0,0,1,0,1276,28
42,1,0,0,1,0,W,1277,28
43,4,1,0,0,0,0,1278,28
44,1,1,0,1,0,0,1279,28
45,4,W,0,0,0,0,1280,28
46,0,0,1,0,1,0,1281,28
47,0,0,0,0,0,0,1282,28
48,0,0,0,0,1,0,1283,28
49,0,0,1,0,0,0,1284,28
1,0,0,0,0,0,0,1286,29
2,0,0,1,0,0,0,1287,29
3,0,0,0,1,1,0,1288,29
5,0,1,0,0,0,0,1290,29
6,0,4,0,0,0,0,1291,29
7,0,1,0,0,0,0,1292,29
8,0,0,1,0,0,0,1293,29
9,0,4,0,0,4,0,1294,29
10,0,0,6,1,0,0,1295,29
11,1,0,0,1,1,0,1296,29
12,1Lb,W,0,0,0,0,1297,29
13,0,2,0,1,0,0,1298,29
14,0,0,1,0,0,4,1299,29
16,0,0,1,4,0,4,1301,29
17,0,0,1,2,0,0,1302,29
18,0,1,0,0,0,1,1303,29
19,4,0,0,0,0,0,1304,29
20,W,0,0,0,0,0,1305,29
21,1,0,0,0,0,0,1306,29
23,0,1Lb,0,0,0,0,1308,29
24,1,0,0,0,0,1,1309,29
25,0,W,2,0,0,0,1310,29
26,1,0,1,0,1,0,1311,29
27,0,0,1,0,0,0,1312,29
28,1,0,1,1,1,1,1313,29
29,0,1,1Lb,0,0,0,1314,29
30,0,0,W,0,0,1,1315,29
31,0,0,0,0,1,2,1316,29
32,1,0,0,0,1,0,1317,29
33,0,0,0,1,1,1,1318,29
34,0,0,0,0,1,0,1319,29
35,0,1,0,1,1,4,1320,29
36,0,2,1,0,0,1,1321,29
37,0,0,4,0,0,0,1322,29
38,1,0,0,0,1,1,1323,29
39,0,1,0,W,0,0,1324,29
40,0,0,1,0,0,0,1325,29
41,1,0,0,0,0,1,1326,29
42,0,1,0,1,0,1,1327,29
43,0,2,1,1,0,1,1328,29
44,0,1,0,1,1,0,1329,29
47,2,4,1,0,0,6,1332,29
48,4,1,0,W,1,0,1333,29
49,1,6,0,4,4,0,1334,29
50,1,0,4,0,2B,W,1335,29
1,0,0,4,0,4,0,1336,30
2,1,0,1,0,0,4,1337,30
3,0,1,0,4,0,0,1338,30
4,4,0,2,4,1,1,1339,30
5,0,0,0,4,0,4,1340,30
6,1,1,4,0,0,1,1341,30
7,1B,1,4,1,0,2,1342,30
8,4,2,0,0,1,0,1343,30
9,0,1,0,0,4,0,1344,30
10,0,4,4,0,1,1,1345,30
11,4,0,1,4,1,1,1346,30
12,2,0,0,4,0,4,1347,30
13,0,2,1,1,1,4,1348,30
14,0,0,1,0,1,1,1349,30
15,4,4,1,0,1,1,1350,30
16,1,6,6,0,W,1,1351,30
17,1,0,1,1,0,0,1352,30
18,0,1,0,4,0,0,1353,30
19,1,0,0,1,1,1,1354,30
20,2,0,4,0,0,1,1355,30
21,0,4,2,1,1,W,1356,30
23,1,0,1,6,0,W,1358,30
2,0,0,0,4,0,0,1361,31
3,0,0,0,1,0,2Lb,1362,31
4,1,2,0,6,0,0,1363,31
5,0,0,1,1,2,0,1364,31
6,3,4,0,1,0,0,1365,31
8,1,0,4,0,1,0,1367,31
9,1,1Lb,2,4,0,0,1368,31
10,2,0,1,6,0,0,1369,31
11,4,0,1,0,1,0,1370,31
13,0,6,0,0,6,1,1372,31
14,4,2,0,0,2,1,1373,31
16,1Lb,4,1Lb,0,0,0,1375,31
17,0,1,2Lb,0,0,0,1376,31
18,0,0,2,0,1,0,1377,31
19,1,0,1,1,0,0,1378,31
20,1,0,0,0,4,0,1379,31
21,1,1,1,0,0,0,1380,31
22,0,1,0,1,0,1,1381,31
24,0,0,0,1,0,1,1383,31
25,0,0,0,0,0,1W,1384,31
26,1,0,0,1,1,0,1385,31
27,1,2,1,1,0,0,1386,31
28,0,6,0,1,1,1,1387,31
29,0,0,2,0,2,0,1388,31
30,1,0,0,0,0,0,1389,31
31,2,1,1,1,6,4,1390,31
32,1,1,2,0,0,1,1391,31
33,1Lb,0,1,0,1,0,1392,31
34,2,1,1,0,0,1,1393,31
36,1,1,W,1,0,0,1395,31
37,1,0,0,0,0,0,1396,31
38,0,0,1,1,1,0,1397,31
39,0,0,1,0,4,1,1398,31
40,6,1,0,2,0,6,1399,31
41,0,0,0,1,1,0,1400,31
42,1,4,1,4,1,1,1401,31
43,0,0,1,2,4,1,1402,31
44,1,0,4,1,1,1,1403,31
45,0,1,2,W,1,1,1404,31
46,1,1,0,1,0,6,1405,31
47,4,2,1,4,1,1Lb,1406,31
48,1,1,1,6,6,W,1407,31
49,0,4,0,6,1,1,1408,31
50,1,1,1,1Lb,0,2,1409,31
1,0,1,0,0,W,0,1410,32
2,1,0,0,0,0,1,1411,32
3,0,0,0,0,0,0,1412,32
4,0,0,4,W,0,0,1413,32
5,0,0,0,0,0,0,1414,32
7,4,0,4,0,1,0,1416,32
8,0,0,W,0,1,0,1417,32
9,0,0,0,0,0,0,1418,32
10,1,0,0,0,0,4,1419,32
11,0,0,0,0,0,0,1420,32
12,W,0,0,0,0,0,1421,32
13,0,0,1,0,1Lb,0,1422,32
17,1,0,1,W,0,0,1426,32
18,0,0,0,0,0,1,1427,32
19,0,0,0,1,0,0,1428,32
20,0,4,0,1,0,1,1429,32
21,0,0,1,0,0,0,1430,32
22,1,0,1,2,0,0,1431,32
23,1,0,1,0,0,0,1432,32
24,0,0,4,0,4,0,1433,32
25,1,0,0,0,1,0,1434,32
26,0,0,W,1,0,1,1435,32
27,0,0,4,0,0,0,1436,32
28,0,0,0,0,0,0,1437,32
29,0,1,0,0,0,0,1438,32
30,1,0,6,W,0,0,1439,32
31,1,0,0,1,1,1,1440,32
32,0,1,1,1,0,1,1441,32
33,1,1,1,0,0,1,1442,32
34,0,0,1,0,4,1,1443,32
35,0,2,1,W,1,0,1444,32
36,4,4,0,1Lb,W,0,1445,32
1,0,0,0,0,0,0,1447,33
2,0,1,1,0,0,0,1448,33
4,1,0,1,1,0,0,1450,33
7,1,0,W,0,0,0,1453,33
8,0,0,0,0,0,0,1454,33
9,0,0,0,0,0,0,1455,33
10,0,0,0,0,3,0,1456,33
11,0,4,0,4,1,0,1457,33
12,0,0,6,0,0,0,1458,33
13,0,2,0,0,2,0,1459,33
15,0,1,0,4,0,0,1461,33
17,0,0,1,0,0,4,1463,33
18,0,4,1,W,0,0,1464,33
19,1,0,2,1,0,4,1465,33
20,0,1,0,0,1,0,1466,33
21,0,1,0,6,1,0,1467,33
23,0,0,1,4,1,1,1469,33
24,4,1,4,1,1,1Lb,1470,33
26,0,1,6,0,0,0,1472,33
27,0,0,6,4,1,1,1473,33
28,0,1,1,W,1,0,1474,33
29,0,1,0,1,1,0,1475,33
30,0,4,1,0,0,1,1476,33
31,0,1,1,W,1,4,1477,33
32,1,4,1,0,0,0,1478,33
33,2,0,1,1,1,0,1479,33
34,1,1,1,2,0,1,1480,33
35,1,1,0,1,1,0,1481,33
36,1,0,0,0,6,1,1482,33
37,0,1,0,0,0,0,1483,33
39,1,1,1,6,0,6,1485,33
40,1,6,4,1,0,1,1486,33
41,1W,1,6,4,2,0,1487,33
42,1,1,1,1,2,0,1488,33
43,1,6,0,4,1,2,1489,33
44,W,1,1,1,6,1,1490,33
45,W,1,1,0,0,1,1491,33
47,4,1,1,1,4,0,1493,33
49,1,1,2,1,1Lb,1,1495,33
1,0,W,0,0,0,0,1497,34
2,1,0,0,0,0,0,1498,34
4,1,1,1,0,0,0,1500,34
5,0,0,0,1,0,W,1501,34
6,1,1,W,2,0,0,1502,34
7,1,0,0,0,0,0,1503,34
8,0,0,2,0,0,0,1504,34
9,0,0,0,1,0,0,1505,34
11,4,1,3,0,0,3,1507,34
12,1,4,0,0,0,4,1508,34
13,W,W,1,1,0,1,1509,34
14,1,0,6,0,1,1Lb,1510,34
15,1,6,6,6,0,1,1511,34
16,W,0,0,0,0,2,1512,34
17,1,0,6,1,6,W,1513,34
18,1,W,0,0,W,0,1514,34
1,0,0,0,0,0,0,1517,35
2,0,0,0,1Lb,1Lb,0,1518,35
4,0,0,1,0,1,0,1520,35
6,4,0,0,1,0,0,1522,35
9,0,0,0,0,1,0,1525,35
14,4,4,0,0,1,0,1530,35
15,0,2,4,0,4,6,1531,35
16,0,4,0,1,0,1,1532,35
18,1,4,1,1,0,2,1534,35
20,2,0,0,1,0,0,1536,35
21,1,0,0,0,1,1,1537,35
22,1,1,W,0,0,0,1538,35
23,1,0,0,0,0,0,1539,35
24,4,0,0,1,0,1,1540,35
25,4,4,0,1,1,1,1541,35
26,0,1,2,1,0,0,1542,35
27,0,1,1,1,1,1,1543,35
28,0,0,4,0,1,1,1544,35
29,4,1,1,0,2,0,1545,35
30,2,1Lb,6,1,0,1,1546,35
31,0,1,1,0,1,1,1547,35
32,2,0,1,0,1,1,1548,35
33,1,1,2,1,0,1,1549,35
34,1,1,0,1,0,1,1550,35
35,0,1,1,0,1,1,1551,35
36,1,W,0,0,0,0,1552,35
37,1,0,4,1,1,2,1553,35
38,1,0,0,4,1,0,1554,35
39,4,4,4,4,W,0,1555,35
40,1,0,1,1,1,3,1556,35
41,4,1,1,W,1,0,1557,35
42,4,1,0,0,2,0,1558,35
43,0,1,1,2,0,W,1559,35
44,2,0,0,0,1,0,1560,35
45,0,1,1,0,0,6,1561,35
46,1,2,1,6,2,6,1562,35
47,1,1,1,4,1,1,1563,35
48,1,6,1Lb,1,2,1,1564,35
49,2,2,1,1,1,6,1565,35
50,6,2,6,1,6,1,1566,35
1,0,2,2,0,6,4,1567,36
3,1Lb,1,1,0,0,0,1569,36
5,0,4,0,4,0,1,1571,36
6,0,1,0,4,0,4,1572,36
8,4,1,0,1,0,0,1574,36
9,0,0,1,1,0,0,1575,36
13,0,0,0,0,0,0,1579,36
14,0,0,0,4,0,0,1580,36
16,1,0,0,0,0,1Lb,1582,36
17,0,0,1,1,1,0,1583,36
18,1,0,0,0,0,0,1584,36
19,0,2,1,0,0,1,1585,36
20,1,0,0,0,0,0,1586,36
21,0,1,0,W,0,0,1587,36
22,0,0,0,0,1,0,1588,36
23,1,0,4,1,0,0,1589,36
24,0,0,1,1,1,0,1590,36
26,0,1,4B,1,0,2,1592,36
27,0,1,0,1,2,1,1593,36
28,1,1,4,1,1,1,1594,36
30,1,1,0,2,0,1,1596,36
31,0,2,4,0,0,1,1597,36
32,0,0,0,0,1,1,1598,36
33,0,0,4,1,1,1,1599,36
35,1,0,1,1,0,W,1601,36
37,2,1,0,0,1,4,1603,36
38,0,1,1,1,W,0,1604,36
39,4,0,0,0,1,W,1605,36
40,1,W,1,0,0,0,1606,36
41,0,1,0,0,0,0,1607,36
42,0,6,0,0,0,1,1608,36
43,1,0,1,1,0,0,1609,36
44,0,4,1,0,W,0,1610,36
45,0,0,1,1Lb,W,0,1611,36
46,0,0,4,0,1,4,1612,36
48,0,1Lb,1,W,0,0,1614,36
49,1,1,0,1,0,1,1615,36
2,0,0,0,0,4,1,1618,37
3,0,0,1,0,0,0,1619,37
4,0,W,0,2,0,0,1620,37
5,0,0,1Lb,0,0,1,1621,37
7,0,W,W,0,0,0,1623,37
9,0,0,0,0,0,2Lb,1625,37
10,0,2,0,0,0,0,1626,37
11,0,0,0,0,0,0,1627,37
12,0,1,0,4,4,1,1628,37
14,1,0,0,W,0,0,1630,37
16,1,0,4,0,0,0,1632,37
17,4,0,0,0,4,1,1633,37
18,0,0,0,1,0,6,1634,37
19,0,0,0,0,0,4,1635,37
21,1Lb,0,0,W,0,0,1637,37
22,0,0,0,0,4,0,1638,37
24,0,0,0,W,0,0,1640,37
25,0,1,0,4,0,2,1641,37
26,0,1,4,4,0,0,1642,37
28,0,0,0,0,0,0,1644,37
29,0,0,0,0,0,1,1645,37
30,0,0,0,0,1,0,1646,37
31,0,1,0,3,0,1,1647,37
32,W,0,4,1,0,0,1648,37
33,1,1,0,0,1,1,1649,37
34,0,0,4,6,0,0,1650,37
1,0,0,0,1,4,0,1652,38
2,0,4,4,0,0,0,1653,38
3,0,4,0,0,1,0,1654,38
4,W,1,4,0,0,0,1655,38
5,1,0,0,0,4,4,1656,38
7,0,0,4,0,0,3,1658,38
8,4,0,0,0,0,0,1659,38
9,0,4,1,0,0,1,1660,38
10,0,2,0,4,0,0,1661,38
11,0,0,0,0,0,0,1662,38
12,0,0,0,0,0,0,1663,38
13,0,0,2,2,0,0,1664,38
14,4,0,0,0,0,0,1665,38
15,0,1,1,1,4,0,1666,38
16,0,1,4,6,0,0,1667,38
17,0,0,0,1,0,4Lb,1668,38
18,0,4,0,0,0,0,1669,38
19,0,1,1,1,0,0,1670,38
20,0,0,4,0,1,0,1671,38
21,0,0,1,0,3,0,1672,38
22,1,0,0,0,1,4,1673,38
23,0,0,4,4,4,0,1674,38
2,0,0,0,0,1Lb,0,1677,39
3,0,1,0,2,0,1,1678,39
4,1,0,1,0,0,0,1679,39
5,0,0,0,1,0,1,1680,39
10,1,0,0,1,0,4,1685,39
12,0,1,0,0,0,1,1687,39
13,0,0,1,W,1,0,1688,39
14,0,0,0,0,0,4,1689,39
16,4,0,0,2,0,1,1691,39
17,1,0,0,1,0,1,1692,39
18,0,0,0,0,1Lb,0,1693,39
19,0,0,1,0,4,1,1694,39
20,0,0,0,0,0,1,1695,39
21,2,0,1,1,0,0,1696,39
23,0,0,2,1,0,0,1698,39
24,0,1,W,0,1,0,1699,39
25,1,1,1,0,1,0,1700,39
26,4,1,2,1,1,0,1701,39
27,0,2,1,1,1,0,1702,39
28,0,1,0,4,0,0,1703,39
29,0,0,1,0,0,0,1704,39
32,0,1,1,0,2,1,1707,39
33,0,W,1,1,1,1,1708,39
35,0,1,0,1,1,0,1710,39
37,1,1,0,0,2,0,1712,39
38,4,1,1,1,1,1,1713,39
39,0,1,1,0,0,1,1714,39
40,1,1,0,1,2,1,1715,39
41,0,0,1,4,0,0,1716,39
42,0,1,0,0,1,1,1717,39
43,1,1,1,1,1,1,1718,39
46,0,4,0,W,0,0,1721,39
47,W,4,0,0,1,1,1722,39
48,0,4,1,6,1,4,1723,39
49,1,1,1,2,1,0,1724,39
50,4,1,0,4,1,0,1725,39
1,0,0,0,0,0,0,1726,40
2,2,0,0,2,0,0,1727,40
3,0,0,0,0,1,0,1728,40
4,4,0,0,1,0,0,1729,40
5,0,0,0,4,0,4,1730,40
7,2,0,1,1,W,0,1732,40
8,1,0,1,0,0,0,1733,40
9,0,4,0,4,0,1,1734,40
11,1,0,0,0,W,0,1736,40
13,0,4,1,1,0,1,1738,40
14,0,0,1,0,4,0,1739,40
15,2,6,0,1,0,0,1740,40
16,1,0,0,0,0,0,1741,40
18,1,0,0,4,0,0,1743,40
19,3,0,0,2,0,0,1744,40
20,0,1,1,0,1,1,1745,40
22,1,2,0,1,0,1,1747,40
24,1,1,0,1,0,1,1749,40
25,0,1,1Lb,0,0,0,1750,40
26,0,0,1,0,0,1,1751,40
27,0,1,1,0,1,0,1752,40
28,1,0,1,W,0,0,1753,40
29,W,0,2,2,0,0,1754,40
30,1,0,1,1,1,1,1755,40
31,1,1,1,0,1,1,1756,40
32,0,0,1,0,0,0,1757,40
33,1,0,0,0,0,0,1758,40
34,2,2,1,1,1,1,1759,40
35,0,0,0,W,1,1,1760,40
36,0,1,1,0,0,0,1761,40
37,4,0,4,4,4,1,1762,40
38,0,2,W,0,0,0,1763,40
39,0,0,1,1,0,W,1764,40
40,0,0,0,0,0,0,1765,40
41,1,0,4,1,0,1,1766,40
42,4,6,1,1,0,0,1767,40
43,0,1,1,2,1,0,1768,40
2,0,W,4Lb,0,0,0,1771,41
3,0,4B,0,4,0,0,1772,41
4,0,1,0,0,0,0,1773,41
5,0,2,0,1,1,6,1774,41
6,1,0,1,1,0,0,1775,41
7,0,0,4,0,0,1,1776,41
8,0,0,0,0,0,4,1777,41
9,0,0,1,1,0,0,1778,41
10,0,4,0,0,4,0,1779,41
11,0,2,1,0,0,0,1780,41
12,1,0,0,0,0,1,1781,41
13,0,4,2,0,0,0,1782,41
14,0,0,0,1,0,0,1783,41
15,0,0,1,0,0,0,1784,41
16,0,0,W,0,0,0,1785,41
17,0,0,1,0,0,0,1786,41
19,1,0,0,0,0,2,1788,41
20,0,1,0,0,4,0,1789,41
21,1,W,0,1,0,0,1790,41
22,0,0,1,4,0,W,1791,41
23,0,0,0,4,0,0,1792,41
26,0,0,1,0,1,0,1795,41
27,1,0,1,0,1Lb,0,1796,41
28,0,0,0,1,0,0,1797,41
29,0,0,0,0,0,1Lb,1798,41
30,0,0,0,0,1,1,1799,41
31,0,6,1Lb,0,0,0,1800,41
32,1,0,0,1,1,1,1801,41
34,0,1,1,0,0,1,1803,41
35,0,0,1,1,1,1,1804,41
36,0,0,1,W,0,0,1805,41
37,2,0,0,1,1Lb,0,1806,41
40,0,W,0,1,0,1,1809,41
41,0,1,1,4,0,0,1810,41
42,0,0,1,0,1,0,1811,41
43,1,1,0,1,0,1,1812,41
44,0,1,0,0,1,1,1813,41
45,0,0,0,1,0,0,1814,41
46,2,2,1,1,W,W,1815,41
47,1,1,1,0,4,1,1816,41
2,1,4,1,0,0,0,1819,42
4,0,0,4,2,1,0,1821,42
5,0,4,W,0,0,0,1822,42
7,0,0,0,0,0,0,1824,42
8,0,1,0,1,1,0,1825,42
9,4,0,0,0,1,0,1826,42
10,0,4,4,4,4,1,1827,42
12,0,0,0,2,0,0,1829,42
13,2,0,0,0,1,0,1830,42
14,0,0,0,0,0,1,1831,42
15,0,0,0,0,0,0,1832,42
16,6,1,0,1,0,1,1833,42
17,4,4,0,1,0,1,1834,42
18,1,4,4,6,0,0,1835,42
19,1,0,6,1,0,1,1836,42
