ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,id,inningId
1,0,0,0,0,0,0,105541,2570
2,0,0,0,0,0,0,105542,2570
3,W,0,0,0,0,4,105543,2570
4,0,0,1,4,0,0,105544,2570
5,0,0,1B,0,2,0,105545,2570
6,0,1,1,W,1,0,105546,2570
7,0,4,0,3,0,1,105547,2570
9,1,4,1Lb,0,0,1,105549,2570
10,0,4,0,0,4,0,105550,2570
12,1,1,0,1,1,0,105552,2570
13,1,1,4,1,0,0,105553,2570
14,2,1,1,0,0,0,105554,2570
15,0,2,0,0,4,1,105555,2570
16,0,0,0,0,0,1,105556,2570
17,0,0,1,0,0,0,105557,2570
18,0,1,0,0,1,0,105558,2570
20,1,0,1,0,0,1,105560,2570
22,0,0,1,0,0,0,105562,2570
23,4,0,1,4,4,0,105563,2570
24,0,0,6,0,1,0,105564,2570
25,1,6,4,0,0,0,105565,2570
26,0,1,0,1,4,0,105566,2570
27,0,2,0,W,0,6,105567,2570
28,1,1,W,0,1,0,105568,2570
29,1,0,1,0,1,0,105569,2570
30,0,0,0,1,1,0,105570,2570
31,0,1,4,0,1,0,105571,2570
32,0,0,1,1,2,1,105572,2570
33,1,2,6,2,0,0,105573,2570
34,1,2,6,2,1,1,105574,2570
35,0,1,4,2,1,1,105575,2570
36,1,4,0,0,W,W,105576,2570
37,0,1,1,0,1,0,105577,2570
38,1,0,4,1,1,0,105578,2570
39,1,1,4,0,1,0,105579,2570
40,1,0,0,0,6,1,105580,2570
42,1,1,6,1,1,0,105582,2570
43,2,0,0,0,4,4,105583,2570
46,1,W,0,1,1,1,105586,2570
47,1,2,1,1,6,1,105587,2570
48,4,1,W,1,1,1,105588,2570
49,0,1,0,2,2,1,105589,2570
1,1,0,0,1,1,0,105591,2571
2,0,1,0,0,0,0,105592,2571
4,0,0,0,0,1,4,105594,2571
6,0,1,1,1,0,1,105596,2571
7,4,4,0,0,0,0,105597,2571
8,0,2,0,0,W,0,105598,2571
9,0,0,W,0,0,1,105599,2571
10,4,0,0,2,0,0,105600,2571
11,1,0,1,2,0,0,105601,2571
13,0,0,1,0,W,0,105603,2571
14,0,1,0,W,0,0,105604,2571
15,1Lb,0,0,0,4,2,105605,2571
16,0,4,1Lb,0,4,3,105606,2571
19,4,1,0,0,0,1,105609,2571
20,1,0,1,0,0,0,105610,2571
21,W,0,0,0,0,0,105611,2571
22,1,0,0,0,0,0,105612,2571
23,0,0,0,0,0,0,105613,2571
24,1,1,1,0,1,1,105614,2571
25,0,0,1,1,1,0,105615,2571
27,0,1,0,4,2,0,105617,2571
28,0,0,1,1,0,0,105618,2571
29,2,0,0,1Lb,1,0,105619,2571
30,1,1,4,2,2,0,105620,2571
31,0,0,1,0,1,0,105621,2571
32,0,4,2,0,1,0,105622,2571
33,0,2,0,1,1,6,105623,2571
34,0,1,4,0,0,W,105624,2571
35,0,1,0,1,1,0,105625,2571
36,0,4,1,0,1,1,105626,2571
38,1,0,0,0,2,0,105628,2571
40,0,1,2,1,W,0,105630,2571
41,4,1,0,2,0,1,105631,2571
42,1,1,1,1Lb,0,0,105632,2571
45,1,1,0,0,1,0,105635,2571
46,1,2,1,1,0,1,105636,2571
47,0,1,2,1,4,1,105637,2571
48,6,0,4,2,1,1,105638,2571
49,6,2,0,4,1,0,105639,2571
1,1Lb,2B,4,0,0,0,105641,2572
2,0,0,0,0,0,0,105642,2572
3,4,0,1,0,0,1,105643,2572
4,1,0,0,0,0,0,105644,2572
5,0,0,0,4,4,1,105645,2572
7,2,0,4,0,0,4,105647,2572
8,1,0,0,2,0,0,105648,2572
10,1,0,4,0,0,1,105650,2572
11,1,1,1,0,0,1,105651,2572
12,0,0,2,1,0,0,105652,2572
13,0,0,1,2,1,2,105653,2572
14,1,1,0,1,2,1,105654,2572
15,1,1,4,1,0,1,105655,2572
16,4,0,0,1,0,2,105656,2572
17,1,0,0,1,1,W,105657,2572
18,1,0,1,1,0,1,105658,2572
19,0,0,0,1,1,1,105659,2572
20,0,1,1,0,1,1,105660,2572
21,0,0,1,0,0,0,105661,2572
22,0,1,1,1,4,1,105662,2572
23,1,0,0,0,1,0,105663,2572
24,1,4,0,1,1,2,105664,2572
25,4,0,0,1,1,1,105665,2572
26,0,0,2,1Lb,1,1,105666,2572
27,W,2,0,0,1,1,105667,2572
28,4,1,2B,0,1Lb,1,105668,2572
29,2,1,1,1,0,1,105669,2572
30,2,0,4,0,2,1,105670,2572
31,4,0,0,1,0,4,105671,2572
32,4Lb,1,4,1,0,1,105672,2572
33,1,0,1,0,1,3,105673,2572
34,2,0,0,0,1,4,105674,2572
35,1,1,1,0,0,1,105675,2572
36,2,2,4,4,4,1,105676,2572
37,1,1,4,1,0,1B,105677,2572
38,1,0,0,1,1,1,105678,2572
39,0,1,4,4,0,2,105679,2572
40,0,W,2,1,0,1,105680,2572
41,4,1,1,0,2,1,105681,2572
42,1,1,0,4,1,0,105682,2572
43,1,0,4,1,4,4,105683,2572
44,1,2,4,0,0,0,105684,2572
45,1,2,W,1,2,1,105685,2572
46,1,0,W,0,2,1,105686,2572
47,2,W,1,1,3,4,105687,2572
49,1,4,4,1,1,6,105689,2572
2,0,4,0,0,4Lb,0,105692,2573
5,0,0,0,2,0,0,105695,2573
7,2,4,0,0,0,4,105697,2573
9,1,2,1,0,0,0,105699,2573
10,0,0,0,0,4,0,105700,2573
11,1,4,0,0,1,0,105701,2573
12,1,0,1,0,0,1,105702,2573
13,1,0,0,0,0,1,105703,2573
14,0,1,2,0,1,0,105704,2573
15,1,6,1,0,0,0,105705,2573
16,1,0,0,0,1,1,105706,2573
17,W,0,0,W,0,2,105707,2573
18,1,1Lb,1,0,4,2,105708,2573
19,0,1,W,0,0,0,105709,2573
20,0,0,1,0,0,0,105710,2573
21,4,1,0,1,1,0,105711,2573
22,1,0,2,1,1,0,105712,2573
23,0,0,2,1,4,0,105713,2573
24,1,1,1,1,1,0,105714,2573
25,0,W,0,1,0,0,105715,2573
26,1,0,4,1,1,0,105716,2573
27,1,0,1,1,0,1,105717,2573
28,0,1,0,1,1,1,105718,2573
29,2,6,4,0,1,0,105719,2573
30,0,0,0,4,0,1,105720,2573
31,0,1,2,1,1,0,105721,2573
32,0,1,1,4,0,1,105722,2573
33,0,1,0,1,0,W,105723,2573
34,0,0,1,1,1,0,105724,2573
35,W,0,W,0,0,0,105725,2573
36,1,1,0,0,1,0,105726,2573
38,0,0,0,1,2,0,105728,2573
39,1,0,1,1,W,W,105729,2573
2,4,1,0,0,0,4,105731,2574
3,0,0,0,0,0,4,105732,2574
6,0,0,0,0,0,0,105735,2574
8,4,0,0,1,0,0,105737,2574
9,1,1,0,0,4,W,105738,2574
10,W,0,0,0,0,0,105739,2574
11,1,0,0,0,0,0,105740,2574
13,0,0,1,0,0,1,105742,2574
14,1,0,0,1,0,0,105743,2574
15,0,1,1,0,0,1,105744,2574
16,0,1,1,0,0,W,105745,2574
18,1,0,4,1,0,0,105747,2574
19,1,4,0,0,0,2,105748,2574
20,1,4,0,2,4,1,105749,2574
21,0,0,4,4,W,1,105750,2574
22,0,1,0,1,0,1,105751,2574
23,1,0,1,1,0,0,105752,2574
24,0,1,1,1,0,0,105753,2574
25,0,4,0,4,0,0,105754,2574
26,1,1B,4,1,1,0,105755,2574
27,1,0,0,1,0,2,105756,2574
28,1,0,2,1,0,0,105757,2574
29,1,0,1,0,2,0,105758,2574
30,0,0,0,1,0,0,105759,2574
31,1,0,0,0,1,1,105760,2574
32,0,0,2,0,0,1,105761,2574
33,1,1,4,0,0,0,105762,2574
35,1,0,3,0,1,1,105764,2574
36,6,1,1,0,1,2,105765,2574
37,0,0,0,0,3,0,105766,2574
38,1,1,1,0,W,6,105767,2574
39,0,1,2,0,0,0,105768,2574
40,0,0,0,0,0,0,105769,2574
41,1,1,0,2,1,1,105770,2574
42,1,2,1,4,0,1,105771,2574
43,1,4,1,1,W,0,105772,2574
44,0,1,2,0,4,0,105773,2574
45,4,1,0,1,0,0,105774,2574
46,1,1,6,1,1,W,105775,2574
47,1,1,1,1,4,2,105776,2574
48,1,1,0,2,1,4,105777,2574
49,0,4,1,1,2,1,105778,2574
50,1,4,0,2,0,6,105779,2574
1,0,1,0,0,0,0,105780,2575
2,2,0,0,0,0,0,105781,2575
4,W,1,1,0,1,0,105783,2575
5,1,2,0,4,1,0,105784,2575
6,0,1,1,1,0,4,105785,2575
7,0,1,0,4,4,4,105786,2575
8,1,0,1,1,1,0,105787,2575
9,0,0,0,1,4,0,105788,2575
10,0,0,0,0,0,4,105789,2575
11,2,4,0,0,1,0,105790,2575
12,0,0,0,0,1,1,105791,2575
13,4,0,1,1,4,0,105792,2575
14,1,0,0,1,1,4,105793,2575
16,2,1,0,1,1,0,105795,2575
17,0,0,0,1,0,1,105796,2575
20,0,0,1,1,1,1,105799,2575
21,3,2,0,0,1,0,105800,2575
22,1,1,1,1,0,4,105801,2575
24,0,0,1,0,4,0,105803,2575
25,1,1,4,1,1,0,105804,2575
26,1,0,0,1Lb,1,0,105805,2575
27,3,0,1,1,1,0,105806,2575
28,0,1B,W,0,1,1,105807,2575
29,0,1,1,1,0,0,105808,2575
31,0,1,0,0,1,1Lb,105810,2575
32,1,1,0,4,0,1,105811,2575
34,1,2,0,0,1,1,105813,2575
35,1,1,2,0,1,1,105814,2575
36,1,2,1,0,4,1,105815,2575
37,0,0,0,2,4,0,105816,2575
38,0,0,1,0,1,1,105817,2575
39,0,4,W,0,3,0,105818,2575
40,0,0,1,1,0,4,105819,2575
41,2,0,1,0,2,0,105820,2575
42,0,0,4,1,1,1,105821,2575
43,0,1,4,0,0,0,105822,2575
44,1,0,0,0,6,0,105823,2575
46,2,1,1,0,1,4,105825,2575
47,0,4,0,1,1,0,105826,2575
48,1,0,4,0,0,1,105827,2575
1,0,0,0,0,0,0,105829,2576
2,2Lb,2,1,0,0,0,105830,2576
3,0,4,0,0,0,0,105831,2576
5,0,0,1,2,0,0,105833,2576
7,0,0,0,0,0,0,105835,2576
8,0,0,0,1,0,4,105836,2576
9,2,4,0,0,1,0,105837,2576
11,4,0,0,1,4,0,105839,2576
12,0,0,1,0,0,1,105840,2576
14,0,0,0,0,1,0,105842,2576
17,0,1,1,0,0,1,105845,2576
18,1,0,0,4,0,1,105846,2576
19,1,2,0,1,0,1,105847,2576
20,1,1,0,4,1,0,105848,2576
22,0,1,1,0,0,0,105850,2576
23,0,W,0,1,0,0,105851,2576
24,0,0,0,1,0,4,105852,2576
25,4,0,1,0,0,1,105853,2576
26,2,0,0,1,0,0,105854,2576
27,1,0,4,0,0,2,105855,2576
28,1,0,0,1,1,0,105856,2576
29,0,4,1,1,3Lb,0,105857,2576
30,0,2,2,1,3,0,105858,2576
31,1,1,1,1,0,1,105859,2576
32,1,1,0,1,1,1,105860,2576
33,0,4,0,1,1,1,105861,2576
34,4,1,0,0,0,1,105862,2576
35,0,1,1,1,4,0,105863,2576
37,1,0,2,0,1,4,105865,2576
38,1,1,1,0,1,1Lb,105866,2576
39,0,2,W,0,1,4,105867,2576
40,0,1,2,2,1,0,105868,2576
41,1,2,0,W,1,0,105869,2576
42,0,W,0,4,0,0,105870,2576
44,0,1,1,1,2,1,105872,2576
45,1,0,1,1,1,1,105873,2576
48,0,6,1,1B,1,W,105876,2576
49,0,1,0,1,1,6,105877,2576
50,1,1,2,2,2,1B,105878,2576
1,1,0,0,2,0,1,105879,2577
3,2,0,0,0,0,0,105881,2577
4,0,0,0,0,0,0,105882,2577
5,0,0,0,0,0,0,105883,2577
6,0,1,0,0,0,4,105884,2577
7,0,4,1,4,1,0,105885,2577
8,4,4,0,0,0,4,105886,2577
9,1,1,0,0,0,0,105887,2577
10,1,0,0,0,1,3,105888,2577
12,1,4,0,1,1,0,105890,2577
13,0,0,1,1,4,1,105891,2577
14,1,0,W,0,1,0,105892,2577
15,1,0,0,1,4,0,105893,2577
16,0,0,4,1,2,1,105894,2577
17,6,1,1,1,0,0,105895,2577
19,1,1,0,4,2,4,105897,2577
20,1,1,1,4,0,4,105898,2577
21,0,1,1,2,W,1,105899,2577
23,1,4,0,1,1,1,105901,2577
24,1,0,0,1,2,0,105902,2577
25,W,1,1,4,1,0,105903,2577
26,4,0,1,2,1,0,105904,2577
27,1,0,6,2,1,1,105905,2577
28,1,6,0,0,0,1,105906,2577
29,1,1,1,2,0,4,105907,2577
30,1,0,1,0,1,1,105908,2577
31,4,1,0,4,1,1,105909,2577
33,4,0,1,4,2,6,105911,2577
34,0,1,1,0,1,1,105912,2577
35,W,1,1,2,0,1,105913,2577
36,0,0,0,3,1,1,105914,2577
37,1,4,3,0,1,4,105915,2577
38,1,0,1,1,2,6,105916,2577
39,1,0,6,6,6,0,105917,2577
40,1,0,0,1,1,2,105918,2577
1,0,0,0,0,0,4,105920,2578
3,1,0,0,0,0,0,105922,2578
4,0,4,0,0,0,0,105923,2578
5,0,0,0,0,1,0,105924,2578
6,0,0,0,0,0,0,105925,2578
7,0,1,1,0,0,0,105926,2578
8,0,0,0,0,W,0,105927,2578
9,0,0,0,1,1,2,105928,2578
10,0,W,1,0,0,0,105929,2578
11,0,0,4,0,0,0,105930,2578
12,0,0,0,0,0,0,105931,2578
13,0,4,1Lb,1Lb,0,0,105932,2578
14,4,0,0,0,0,0,105933,2578
15,2,0,0,0,0,0,105934,2578
16,2,1,0,6,0,0,105935,2578
17,1,0,2,0,1,0,105936,2578
19,0,1,6,1,0,1,105938,2578
20,0,0,1,0,0,0,105939,2578
21,0,0,0,1,1,0,105940,2578
22,0,1,W,1,0,0,105941,2578
23,4,0,1,2,1,0,105942,2578
24,0,0,1,0,0,1,105943,2578
25,1,0,1,0,1,1,105944,2578
26,1,0,0,2,1,1,105945,2578
27,1,1,4,0,1,1,105946,2578
28,1,0,0,W,0,0,105947,2578
29,0,0,1,0,0,0,105948,2578
30,0,0,0,0,1,0,105949,2578
31,4,1,1,0,0,1,105950,2578
32,1,1,1,0,0,1,105951,2578
33,1,0,4,0,4,0,105952,2578
34,0,0,0,1,1,0,105953,2578
36,0,0,0,0,1,0,105955,2578
37,1,0,1,W,0,1,105956,2578
38,0,0,0,0,1,4,105957,2578
40,1,1,0,0,1,1,105959,2578
41,0,1,1,1,1,0,105960,2578
42,4,2,1,0,1,1,105961,2578
43,6,1,1,1,1,4,105962,2578
44,0,W,0,0,0,1,105963,2578
46,0,1,0,1,0,0,105965,2578
48,4,2,2,0,1,0,105967,2578
49,0,2,1,W,0,W,105968,2578
1,0,0,0,1,0,1,105969,2579
2,0,1,6,0,1,0,105970,2579
3,0,0,0,2,0,0,105971,2579
5,1,0,0,0,0,W,105973,2579
6,0,0,0,0,1,0,105974,2579
7,0,0,0,0,0,0,105975,2579
8,0,0,2,4,0,0,105976,2579
9,0,4,0,1,1,3,105977,2579
10,1,2,0,0,0,4,105978,2579
11,1,0,1,0,0,4,105979,2579
13,1,0,0,0,0,0,105981,2579
14,0,1,0,0,0,0,105982,2579
15,4,0,0,0,1,2,105983,2579
17,0,W,0,0,1,1,105985,2579
18,0,0,0,0,4B,0,105986,2579
19,1,1,0,1,1Lb,0,105987,2579
20,0,1,0,0,0,0,105988,2579
22,1,0,0,0,1,0,105990,2579
23,0,0,0,0,1,0,105991,2579
24,4,1,1Lb,1,1,0,105992,2579
25,0,0,4,1,0,4,105993,2579
26,2,0,1,1,2,0,105994,2579
28,0,0,0,0,0,1,105996,2579
29,0,0,0,0,0,1,105997,2579
31,0,1,1,0,0,1,105999,2579
32,0,0,2,0,1,1,106000,2579
33,0,W,1,0,1,0,106001,2579
34,1,1,0,0,4,0,106002,2579
35,4,0,1,0,0,0,106003,2579
36,0,1,1,4,0,4,106004,2579
37,0,0,0,2,1,0,106005,2579
38,6,0,1,0,0,0,106006,2579
39,1,0,1,4,0,0,106007,2579
40,1,4,0,0,0,4,106008,2579
41,0,1,1,4,6,1,106009,2579
42,0,0,2,1,1,1,106010,2579
43,1,2,1,0,0,4,106011,2579
1,1,W,W,0,0,0,106012,2580
3,0,0,1,0,0,0,106014,2580
5,W,0,0,0,0,0,106016,2580
6,0,1,0,4,0,0,106017,2580
7,0,4,0,0,0,0,106018,2580
8,0,1,0,4,1,1,106019,2580
9,0,W,0,0,0,0,106020,2580
10,0,0,0,1,0,0,106021,2580
11,0,0,0,0,0,0,106022,2580
12,4,0,1,1,0,3,106023,2580
13,0,1,0,4,0,0,106024,2580
14,0,0,0,1,2,1,106025,2580
15,0,0,0,1,2,2,106026,2580
16,1,0,0,1,1,0,106027,2580
17,0,0,1,2,0,0,106028,2580
18,1,0,0,1,1,0,106029,2580
19,4,W,0,1,1,0,106030,2580
20,1,1,1,0,1,2,106031,2580
24,0,0,1,0,0,1,106035,2580
26,0,1,0,0,1,0,106037,2580
28,1,1,0,1,0,1,106039,2580
29,1,1,0,1,1,1,106040,2580
31,2,4,0,0,0,1,106042,2580
32,0,1,4,1,2,1,106043,2580
33,4,0,0,0,0,1,106044,2580
34,1,2,0,0,2,1,106045,2580
38,4,0,0,0,2,0,106049,2580
39,0,0,1,0,1,1,106050,2580
40,0,4,0,0,0,1,106051,2580
41,0,1,0,1,4,1,106052,2580
42,1,1,6,0,0,1,106053,2580
43,0,0,1,4,4,0,106054,2580
44,2,W,1,1,1,2,106055,2580
46,1,2,6,1,1,2,106057,2580
47,1,0,2,1,6,6,106058,2580
48,1,4,1,0,W,2,106059,2580
50,0,6,4,4,W,4,106061,2580
1,0,1,0,0,4,0,106062,2581
3,2,0,0,2,4,0,106064,2581
5,0,0,0,1,0,1,106066,2581
6,0,1,0,4,0,0,106067,2581
8,0,0,1,2,0,2,106069,2581
9,0,0,0,1,4,6,106070,2581
10,0,1,1,0,0,1,106071,2581
11,0,W,0,0,0,0,106072,2581
12,0,1,0,1,0,0,106073,2581
13,0,1,0,0,0,1,106074,2581
14,0,0,1,0,4,0,106075,2581
15,0,1,0,1,1,1,106076,2581
16,0,1,0,1,1,4,106077,2581
17,0,2,0,1,0,1,106078,2581
18,0,1,1,0,0,0,106079,2581
19,1,4,1,1Lb,1,0,106080,2581
20,W,0,0,0,1,0,106081,2581
21,1,W,1,0,1,0,106082,2581
22,1,0,0,0,1,0,106083,2581
23,1,2,1,0,4,1,106084,2581
25,1,1,0,1,1,2,106086,2581
26,W,1,2,0,0,0,106087,2581
27,0,1,0,0,0,0,106088,2581
28,1,W,1,1,0,1,106089,2581
29,2,1,0,0,0,3,106090,2581
30,1,0,1,0,0,0,106091,2581
31,0,0,1,1,6,0,106092,2581
32,1,0,1,1,0,1Lb,106093,2581
33,0,0,1,0,1,1,106094,2581
34,0,4,0,0,W,0,106095,2581
35,1,0,0,0,1,4,106096,2581
36,4,0,4,0,0,1,106097,2581
37,0,0,1,0,0,6,106098,2581
39,0,6,1,1,0,1,106100,2581
40,4,1,0,0,2,1,106101,2581
41,0,0,4,0,0,1,106102,2581
42,1,1,1,1Lb,1,2,106103,2581
43,1,1,4,0,0,1,106104,2581
44,4,1,1,1,0,1,106105,2581
45,0,0,0,1,4,1,106106,2581
47,1,6,6,4,4,1,106108,2581
48,4,1,0,1,0,0,106109,2581
49,1,0,1Lb,1,4,1,106110,2581
50,4,1,W,0,1B,4,106111,2581
1,0,0,0,0,0,0,106112,2582
2,0,2,2,0,0,0,106113,2582
3,4,0,4,W,0,0,106114,2582
4,0,4,0,W,0,0,106115,2582
5,2,0,1,0,0,0,106116,2582
6,4,0,4,2,1,0,106117,2582
8,0,0,0,0,0,0,106119,2582
10,1,1,0,0,0,0,106121,2582
11,1,2,0,0,0,1,106122,2582
12,1,0,1,0,0,1,106123,2582
13,1,1,1,0,0,0,106124,2582
14,1,1,2,0,0,1,106125,2582
15,1,1,0,0,0,0,106126,2582
16,0,4,4,0,0,0,106127,2582
17,0,4,0,0,0,1,106128,2582
18,0,0,1,1,1,4,106129,2582
19,1,0,1,1,4,0,106130,2582
20,1,0,0,1,0,0,106131,2582
21,0,1,0,0,0,1,106132,2582
22,0,1,1,1,0,2,106133,2582
23,1,2,0,1,0,1,106134,2582
25,1,0,4,0,W,0,106136,2582
26,1,0,0,0,0,0,106137,2582
27,0,1Lb,0,1,1,1,106138,2582
28,0,0,0,0,0,0,106139,2582
29,1,1,W,2Lb,0,1,106140,2582
30,1,1,0,0,1,0,106141,2582
31,0,0,1,1,4,0,106142,2582
34,2,0,1,4,0,0,106145,2582
35,W,0,0,0,0,1,106146,2582
36,1,1,0,0,0,0,106147,2582
37,6,0,0,4,1,0,106148,2582
38,2,0,0,0,0,0,106149,2582
39,0,0,0,1,2,1,106150,2582
40,W,0,1,0,0,1,106151,2582
41,0,1,0,1,4,0,106152,2582
43,0,0,0,1,0,0,106154,2582
44,1,1,1,0,0,1,106155,2582
45,0,1,4,4,0,1,106156,2582
46,0,1,1,1,W,0,106157,2582
47,0,1,2Lb,1,0,4,106158,2582
48,1,0,1,0,1,4,106159,2582
49,0,0,2,1,1,2,106160,2582
50,4,2,0,1,1,4,106161,2582
1,0,0,0,0,0,0,106162,2583
2,0,0,0,0,0,0,106163,2583
4,0,0,0,0,0,1,106165,2583
5,W,0,1,2,4Lb,W,106166,2583
6,0,0,0,0,1,0,106167,2583
8,6,0,0,1,0,1,106169,2583
9,0,1,1,0,1,1,106170,2583
10,0,0,0,1,0,0,106171,2583
11,1,0,1,0,0,0,106172,2583
13,0,0,1,0,0,0,106174,2583
14,1,0,1,0,1,1,106175,2583
15,1,1,0,1,0,0,106176,2583
16,0,1,6,1,1,0,106177,2583
17,2,0,1,0,0,0,106178,2583
18,0,1,0,0,4,1,106179,2583
19,0,0,4,0,1,0,106180,2583
20,0,1,1,1,1,0,106181,2583
21,4,1,1,0,2,1,106182,2583
22,0,1,4,1,0,1,106183,2583
23,3,0,1,0,0,1,106184,2583
24,4,0,1,1,0,1,106185,2583
25,0,0,0,0,4,0,106186,2583
26,4,0,4,1,0,1,106187,2583
27,1,1,0,0,0,1,106188,2583
28,W,1,1,0,0,0,106189,2583
29,4,1,0,0,0,0,106190,2583
30,0,1,0,W,0,1,106191,2583
31,4Lb,1,0,0,0,0,106192,2583
32,1,1,0,4,0,0,106193,2583
33,0,1,0,0,0,4,106194,2583
34,0,1,1,0,1,1,106195,2583
35,1,0,1,2,0,0,106196,2583
36,0,1,0,0,6,4,106197,2583
38,1,2,2,0,0,0,106199,2583
40,2,4,0,0,1,0,106201,2583
41,0,0,0,2,2,0,106202,2583
42,2,0,1,0,0,0,106203,2583
43,2Lb,W,1,1,0,1,106204,2583
44,1,0,4,0,0,1,106205,2583
46,1,1,0,1B,2,1,106207,2583
1,0,0,0,0,0,0,106208,2584
2,0,0,W,0,0,0,106209,2584
3,0,0,4,0,0,0,106210,2584
4,6,0,1,2,0,0,106211,2584
5,0,1,0,0,4,W,106212,2584
6,0,0,2,W,0,0,106213,2584
7,0,2,0,0,0,0,106214,2584
9,0,0,0,0,0,0,106216,2584
10,1,0,0,0,0,0,106217,2584
11,1,0,0,6,0,0,106218,2584
12,0,0,2,1,1,0,106219,2584
13,0,0,0,4,0,0,106220,2584
14,1,4,1,0,0,W,106221,2584
15,0,0,1,0,1,1,106222,2584
16,0,1Lb,0,0,0,0,106223,2584
17,4,0,1,0,0,1,106224,2584
18,0,0,1,2,0,1Lb,106225,2584
19,0,0,0,1,1,1,106226,2584
20,0,1,1,0,1,4,106227,2584
21,1,1,1,1,0,0,106228,2584
22,0,0,1,1,1,0,106229,2584
24,0,1,1Lb,0,1,1,106231,2584
26,0,0,0,0,0,2,106233,2584
27,W,0,0,0,0,0,106234,2584
28,1,0,0,0,0,0,106235,2584
29,0,0,0,1,1,0,106236,2584
30,0,0,1,0,0,2,106237,2584
31,1,1,1,1,1,0,106238,2584
32,0,1,4,0,4,0,106239,2584
33,0,0,1,1,0,0,106240,2584
34,0,0,0,1,6,1,106241,2584
35,0,0,0,1,1,1,106242,2584
36,4,1,0,0,0,0,106243,2584
37,0,0,0,1,1,0,106244,2584
38,6,1,6,1,0,1,106245,2584
39,0,0,0,0,1,1,106246,2584
40,4,0,0,0,0,1,106247,2584
41,1,6,2,0,1,2,106248,2584
42,1,6,0,1,0,1,106249,2584
43,0,1,1,W,0,0,106250,2584
44,1,1,1,0,0,0,106251,2584
45,0,1,0,1,0,1,106252,2584
46,W,0,0,1,1,0,106253,2584
47,0,1,2,1,1,1,106254,2584
48,0,1,4,0,0,1,106255,2584
49,2,1,1,2,1,1,106256,2584
50,1,2,1,4,0,1,106257,2584
1,0,0,0,0,0,1,106258,2585
2,1,0,1,1,0,2,106259,2585
3,4,1,0,0,4,2,106260,2585
4,W,0,0,0,4,0,106261,2585
7,4,1,0,4,4,0,106264,2585
9,2,0,1,0,4,0,106266,2585
10,1Lb,0,0,1,0,4,106267,2585
11,0,1,1,0,0,4,106268,2585
12,1,0,0,0,0,1,106269,2585
13,0,0,0,0,0,0,106270,2585
14,W,0,1,0,1,1,106271,2585
15,0,0,1,1,0,0,106272,2585
16,W,0,1,1Lb,1,0,106273,2585
17,0,0,0,0,1,0,106274,2585
18,0,1,0,0,0,0,106275,2585
19,0,1,1,2,0,0,106276,2585
20,0,0,0,0,0,0,106277,2585
21,2,0,4,0,0,0,106278,2585
22,0,W,1,0,0,1,106279,2585
23,0,1,0,0,1,0,106280,2585
24,2,1,2,1,0,0,106281,2585
25,0,0,0,2,0,1,106282,2585
26,2Lb,1,1,0,2,1,106283,2585
27,1,2,2,1,4,0,106284,2585
28,1,0,0,0,1,1,106285,2585
29,0,1,1,0,1,1,106286,2585
30,1,0,1,1,1,1,106287,2585
31,4,2,1,0,1,1,106288,2585
32,1,2,1,2,0,1,106289,2585
33,4,0,1,0,1,4,106290,2585
34,0,0,0,1,0,0,106291,2585
35,1,1,0,1,W,0,106292,2585
36,1Lb,0,0,1,4,1,106293,2585
37,3,0,0,1,0,0,106294,2585
39,0,0,1,0,1,0,106296,2585
40,4,1,1,2,0,4,106297,2585
41,0,1,0,1,0,1,106298,2585
43,0,1,1,1,1,0,106300,2585
1,0,0,1,1,0,0,106302,2586
2,0,0,W,0,0,0,106303,2586
3,2,0,0,1,0,0,106304,2586
4,0,0,0,0,4,0,106305,2586
5,W,0,0,2,0,0,106306,2586
6,0,1,0,1,0,0,106307,2586
7,0,0,0,0,0,1,106308,2586
8,4,1,0,1,0,4,106309,2586
9,0,1,0,4,0,0,106310,2586
10,1,0,0,0,0,0,106311,2586
11,0,6,1,0,0,0,106312,2586
12,0,1,1,1,1,0,106313,2586
13,1,0,4,0,0,6,106314,2586
14,0,0,0,0,0,0,106315,2586
15,1,1,0,0,0,0,106316,2586
16,0,1,W,0,0,2,106317,2586
17,0,0,1,1,1,0,106318,2586
18,0,0,1,0,6,0,106319,2586
19,1,6,0,1,4,0,106320,2586
20,1,0,0,1,1,1,106321,2586
21,1,0,0,1,4,1,106322,2586
22,1,0,4,4,1,1,106323,2586
23,1,2Lb,0,0,0,0,106324,2586
24,0,1,1,1,1,1,106325,2586
25,0,0,0,1,1,0,106326,2586
26,4,1,1,1,1,1,106327,2586
27,0,0,1,6,3,1,106328,2586
28,1,4,0,0,2,1,106329,2586
29,1,2,0,2,1,1,106330,2586
31,1,0,0,0,1,2,106332,2586
32,1,0,2,4,1,0,106333,2586
33,2,1,1,1,2,1,106334,2586
34,0,1,1,0,6,4,106335,2586
35,1,0,1,0,1,0,106336,2586
36,1,6,4,4,0,0,106337,2586
37,2,1,4,1,1,1,106338,2586
39,1,1,0,4,1,1,106340,2586
41,1,1,1,1,0,1,106342,2586
42,1,1Lb,6,0,1Lb,1,106343,2586
43,2,1,1,1,1,1,106344,2586
44,0,4,3,1,0,W,106345,2586
45,4,1,2,4,2,1,106346,2586
46,1,1,4,2,0,1,106347,2586
